language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
en,VOCABULARY,sentiment,/ˈsɛnəmənt/,"tình cảm, quan điểm",We talked about this sentiment.,Chúng tôi đã nói về tình cảm này.,Emotion,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,shortage,/ˈʃɔrtɪʤ/,sự thiếu hụt,I think this shortage is good.,Tôi nghĩ sự thiếu hụt này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,simplicity,/sɪmˈplɪsɪti/,sự đơn giản,This simplicity is very important.,Sự đơn giản này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,span,/spæn/,"khoảng, nhịp",We talked about this span.,Chúng tôi đã nói về khoảng này.,Time,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,spectrum,/ˈspɛktrəm/,"quang phổ, dải",We talked about this spectrum.,Chúng tôi đã nói về quang phổ này.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,stake,/steɪk/,"phần hùn, cọc",We talked about this stake.,Chúng tôi đã nói về phần hùn này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,stance,/stæns/,lập trường,I think this stance is good.,Tôi nghĩ lập trường này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,surplus,/ˈsərpləs/,thặng dư,We talked about this surplus.,Chúng tôi đã nói về thặng dư này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,symbol,/ˈsɪmbəl/,biểu tượng,This symbol is very important.,Biểu tượng này rất quan trọng.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,synthesis,/ˈsɪnθəsəs/,sự tổng hợp,This synthesis is very important.,Sự tổng hợp này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,terminology,/ˌtərmɪˈnɑləʤi/,thuật ngữ,We talked about this terminology.,Chúng tôi đã nói về thuật ngữ này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,threshold,/θˈrɛˌʃoʊld/,ngưỡng,This threshold is very important.,Ngưỡng này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,tier,/tir/,"tầng, bậc",We talked about this tier.,Chúng tôi đã nói về tầng này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,transition,/trænˈzɪʃən/,sự chuyển tiếp,We talked about this transition.,Chúng tôi đã nói về sự chuyển tiếp này.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,trait,/treɪt/,đặc điểm tính cách,I think this trait is good.,Tôi nghĩ đặc điểm tính cách này tốt.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,unity,/ˈjunɪti/,sự thống nhất,I think this unity is good.,Tôi nghĩ sự thống nhất này tốt.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,upbringing,/ˈəpˌbrɪŋɪŋ/,sự nuôi dạy,I think this upbringing is good.,Tôi nghĩ sự nuôi dạy này tốt.,Family,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,urge,/ərʤ/,sự thôi thúc,This urge is very important.,Sự thôi thúc này rất quan trọng.,Emotion,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,variable,/ˈvɛriəbəl/,biến số,We talked about this variable.,Chúng tôi đã nói về biến số này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,velocity,/vəˈlɑsəti/,vận tốc,I think this velocity is good.,Tôi nghĩ vận tốc này tốt.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,venue,/ˈvɛnju/,địa điểm tổ chức,This venue is very important.,Địa điểm tổ chức này rất quan trọng.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,vicinity,/vɪˈsɪnɪti/,vùng lân cận,This vicinity is very important.,Vùng lân cận này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,volume,/ˈvɑljum/,"âm lượng, dung tích",I think this volume is good.,Tôi nghĩ âm lượng này tốt.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,warmth,/wɔrmθ/,sự ấm áp,We talked about this warmth.,Chúng tôi đã nói về sự ấm áp này.,Emotion,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,willingness,/ˈwɪlɪŋnəs/,sự sẵn lòng,I think this willingness is good.,Tôi nghĩ sự sẵn lòng này tốt.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,ailment,/ˈeɪlmənt/,bệnh vặt,This ailment is very important.,Bệnh vặt này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,bruise,/bruz/,vết bầm,This bruise is very important.,Vết bầm này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,burnout,/ˈbərˌnaʊt/,sự kiệt sức,We talked about this burnout.,Chúng tôi đã nói về sự kiệt sức này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,cholesterol,/kəˈlɛstərˌɔl/,cholesterol,We talked about this cholesterol.,Chúng tôi đã nói về cholesterol này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,complication,/ˌkɑmpləˈkeɪʃən/,biến chứng,This complication is very important.,Biến chứng này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,cramp,/kræmp/,chuột rút,I think this cramp is good.,Tôi nghĩ chuột rút này tốt.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,deficiency,/dɪˈfɪʃənsi/,sự thiếu hụt,This deficiency is very important.,Sự thiếu hụt này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,diabetes,/ˌdaɪəˈbitiz/,bệnh tiểu đường,This diabetes is very important.,Bệnh tiểu đường này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,fatigue,/fəˈtiɡ/,sự mệt mỏi,This fatigue is very important.,Sự mệt mỏi này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,fracture,/ˈfrækʧər/,vết gãy xương,This fracture is very important.,Vết gãy xương này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,inflammation,/ˌɪnfləˈmeɪʃən/,sự viêm,I think this inflammation is good.,Tôi nghĩ sự viêm này tốt.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,insomnia,/ˌɪnˈsɑmniə/,chứng mất ngủ,I think this insomnia is good.,Tôi nghĩ chứng mất ngủ này tốt.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,metabolism,/məˈtæbəˌlɪzəm/,sự trao đổi chất,We talked about this metabolism.,Chúng tôi đã nói về sự trao đổi chất này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,migraine,/ˈmaɪˌɡreɪn/,chứng đau nửa đầu,We talked about this migraine.,Chúng tôi đã nói về chứng đau nửa đầu này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,nausea,/ˈnɔziə/,buồn nôn,This nausea is very important.,Buồn nôn này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,nutrient,/ˈnutriənt/,chất dinh dưỡng,This nutrient is very important.,Chất dinh dưỡng này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,obesity,/əˈbisəti/,béo phì,We talked about this obesity.,Chúng tôi đã nói về béo phì này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,ointment,/ˈɔɪntmənt/,thuốc mỡ,We talked about this ointment.,Chúng tôi đã nói về thuốc mỡ này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,pulse,/pəls/,mạch đập,This pulse is very important.,Mạch đập này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,rehabilitation,/ˌriəˌbɪləˈteɪʃən/,sự phục hồi chức năng,We talked about this rehabilitation.,Chúng tôi đã nói về sự phục hồi chức năng này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,sanitation,/ˌsænɪˈteɪʃən/,vệ sinh môi trường,This sanitation is very important.,Vệ sinh môi trường này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,sprain,/spreɪn/,sự bong gân,This sprain is very important.,Sự bong gân này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,stroke,/stroʊk/,đột quỵ,I think this stroke is good.,Tôi nghĩ đột quỵ này tốt.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,swelling,/sˈwɛlɪŋ/,sự sưng tấy,We talked about this swelling.,Chúng tôi đã nói về sự sưng tấy này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,trauma,/ˈtrɔmə/,chấn thương,We talked about this trauma.,Chúng tôi đã nói về chấn thương này.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,backlog,/ˈbæˌklɔɡ/,tồn đọng công việc,We talked about this backlog.,Chúng tôi đã nói về tồn đọng công việc này.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,benchmark,/ˈbɛnʧˌmɑrk/,chuẩn so sánh,I think this benchmark is good.,Tôi nghĩ chuẩn so sánh này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,bureaucracy,/bjʊˈrɑkrəsi/,bộ máy quan liêu,I think this bureaucracy is good.,Tôi nghĩ bộ máy quan liêu này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,commodity,/kəˈmɑdəti/,hàng hóa,This commodity is very important.,Hàng hóa này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,consumer,/kənˈsumər/,người tiêu dùng,We talked about this consumer.,Chúng tôi đã nói về người tiêu dùng này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,dividend,/ˈdɪvɪˌdɛnd/,cổ tức,This dividend is very important.,Cổ tức này rất quan trọng.,Money,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,downturn,/ˈdaʊnˌtərn/,sự suy giảm,We talked about this downturn.,Chúng tôi đã nói về sự suy giảm này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,entrepreneur,/ˌɑntrəprəˈnʊr/,doanh nhân,I think this entrepreneur is good.,Tôi nghĩ doanh nhân này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,equity,/ˈɛkwəti/,vốn cổ phần,We talked about this equity.,Chúng tôi đã nói về vốn cổ phần này.,Money,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,expenditure,/ɪkˈspɛndɪʧər/,khoản chi tiêu,This expenditure is very important.,Khoản chi tiêu này rất quan trọng.,Money,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,franchise,/ˈfrænˌʧaɪz/,nhượng quyền,I think this franchise is good.,Tôi nghĩ nhượng quyền này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,incentive,/ˌɪnˈsɛnɪv/,"sự khích lệ, ưu đãi",We talked about this incentive.,Chúng tôi đã nói về sự khích lệ này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,infrastructure,/ˌɪnfrəˈstrəkʧər/,cơ sở hạ tầng,I think this infrastructure is good.,Tôi nghĩ cơ sở hạ tầng này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,liability,/ˌlaɪəˈbɪlɪti/,"khoản nợ, trách nhiệm",We talked about this liability.,Chúng tôi đã nói về khoản nợ này.,Money,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,monopoly,/məˈnɑpəli/,sự độc quyền,I think this monopoly is good.,Tôi nghĩ sự độc quyền này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,outsourcing,/ˌaʊtˈsɔrsɪŋ/,thuê ngoài,I think this outsourcing is good.,Tôi nghĩ thuê ngoài này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,overhead,/ˈoʊvərˈhɛd/,chi phí vận hành,This overhead is very important.,Chi phí vận hành này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,payroll,/ˈpeɪˌroʊl/,bảng lương,This payroll is very important.,Bảng lương này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,procurement,/proʊˈkjʊrmənt/,sự mua sắm,I think this procurement is good.,Tôi nghĩ sự mua sắm này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,subsidy,/ˈsəbsɪdi/,trợ cấp,I think this subsidy is good.,Tôi nghĩ trợ cấp này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,tariff,/ˈtɛrəf/,thuế quan,I think this tariff is good.,Tôi nghĩ thuế quan này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,taxation,/tækˈseɪʃən/,sự đánh thuế,This taxation is very important.,Sự đánh thuế này rất quan trọng.,Money,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,valuation,/væljuˈeɪʃən/,sự định giá,I think this valuation is good.,Tôi nghĩ sự định giá này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,venture,/ˈvɛnʧər/,liên doanh mạo hiểm,I think this venture is good.,Tôi nghĩ liên doanh mạo hiểm này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,anecdote,/ˈænɪkˌdoʊt/,giai thoại,This anecdote is very important.,Giai thoại này rất quan trọng.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,correspondence,/ˌkɔrəˈspɑndəns/,thư từ,I think this correspondence is good.,Tôi nghĩ thư từ này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,critique,/krɪˈtik/,bài phê bình,This critique is very important.,Bài phê bình này rất quan trọng.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,discourse,/ˈdɪskɔrs/,diễn ngôn,I think this discourse is good.,Tôi nghĩ diễn ngôn này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,glossary,/ˈɡlɔsəri/,bảng chú giải,I think this glossary is good.,Tôi nghĩ bảng chú giải này tốt.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,intonation,/ˌɪntəˈneɪʃən/,ngữ điệu,I think this intonation is good.,Tôi nghĩ ngữ điệu này tốt.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,jargon,/ˈʤɑrɡən/,biệt ngữ,We talked about this jargon.,Chúng tôi đã nói về biệt ngữ này.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,keyword,/ˈkiˌwərd/,từ khóa,We talked about this keyword.,Chúng tôi đã nói về từ khóa này.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,manuscript,/ˈmænjəˌskrɪpt/,bản thảo,I think this manuscript is good.,Tôi nghĩ bản thảo này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,metaphor,/ˈmɛtəfɔr/,phép ẩn dụ,I think this metaphor is good.,Tôi nghĩ phép ẩn dụ này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,paragraph,/ˈpɛrəˌɡræf/,đoạn văn,This paragraph is very important.,Đoạn văn này rất quan trọng.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,paraphrase,/ˈpɛrəˌfreɪz/,cách diễn đạt lại,We talked about this paraphrase.,Chúng tôi đã nói về cách diễn đạt lại này.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,preface,/ˈprɛfəs/,lời nói đầu,This preface is very important.,Lời nói đầu này rất quan trọng.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,proverb,/ˈprɑvərb/,tục ngữ,This proverb is very important.,Tục ngữ này rất quan trọng.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,punctuation,/ˌpəŋkʧuˈeɪʃən/,dấu câu,I think this punctuation is good.,Tôi nghĩ dấu câu này tốt.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,query,/kˈwiri/,câu truy vấn,This query is very important.,Câu truy vấn này rất quan trọng.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,rhetoric,/ˈrɛtərɪk/,tu từ,This rhetoric is very important.,Tu từ này rất quan trọng.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,slang,/slæŋ/,tiếng lóng,I think this slang is good.,Tôi nghĩ tiếng lóng này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,synonym,/ˈsɪnəˌnɪm/,từ đồng nghĩa,I think this synonym is good.,Tôi nghĩ từ đồng nghĩa này tốt.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,syntax,/ˈsɪnˌtæks/,cú pháp,This syntax is very important.,Cú pháp này rất quan trọng.,Study,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,testimony,/ˈtɛstɪˌmoʊni/,lời chứng,I think this testimony is good.,Tôi nghĩ lời chứng này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,transcript,/ˈtrænˌskrɪpt/,"bản ghi, học bạ",We talked about this transcript.,Chúng tôi đã nói về bản ghi này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,airfare,/ˈɛrˌfɛr/,giá vé máy bay,We talked about this airfare.,Chúng tôi đã nói về giá vé máy bay này.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,checkpoint,/ˈʧɛkˌpɔɪnt/,trạm kiểm soát,I think this checkpoint is good.,Tôi nghĩ trạm kiểm soát này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,embassy,/ˈɛmbəsi/,đại sứ quán,I think this embassy is good.,Tôi nghĩ đại sứ quán này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,expressway,/ɪkˈsprɛsˌweɪ/,đường cao tốc,We talked about this expressway.,Chúng tôi đã nói về đường cao tốc này.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,freight,/freɪt/,hàng hóa vận chuyển,I think this freight is good.,Tôi nghĩ hàng hóa vận chuyển này tốt.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,hub,/həb/,trung tâm đầu mối,We talked about this hub.,Chúng tôi đã nói về trung tâm đầu mối này.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,junction,/ˈʤəŋkʃən/,giao lộ,This junction is very important.,Giao lộ này rất quan trọng.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,motorway,/ˈmoʊtərˌweɪ/,xa lộ,I think this motorway is good.,Tôi nghĩ xa lộ này tốt.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,parcel,/ˈpɑrsəl/,bưu kiện,We talked about this parcel.,Chúng tôi đã nói về bưu kiện này.,Service,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,pavement,/ˈpeɪvmənt/,"mặt đường, vỉa hè",I think this pavement is good.,Tôi nghĩ mặt đường này tốt.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,pier,/pɪr/,cầu tàu,This pier is very important.,Cầu tàu này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,port,/pɔrt/,cảng,I think this port is good.,Tôi nghĩ cảng này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,toll,/toʊl/,phí cầu đường,We talked about this toll.,Chúng tôi đã nói về phí cầu đường này.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,aroma,/ərˈoʊmə/,hương thơm,I think this aroma is good.,Tôi nghĩ hương thơm này tốt.,Food,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,cabinet,/ˈkæbənət/,tủ có ngăn,We talked about this cabinet.,Chúng tôi đã nói về tủ có ngăn này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,condiment,/ˈkɑndəmənt/,đồ gia vị,We talked about this condiment.,Chúng tôi đã nói về đồ gia vị này.,Food,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,countertop,/ˈkaʊntərˌtɑp/,mặt bàn bếp,This countertop is very important.,Mặt bàn bếp này rất quan trọng.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,cutlery,/ˈkətləri/,bộ dao nĩa,We talked about this cutlery.,Chúng tôi đã nói về bộ dao nĩa này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,doorway,/ˈdɔrˌweɪ/,ô cửa ra vào,This doorway is very important.,Ô cửa ra vào này rất quan trọng.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,dwelling,/dˈwɛlɪŋ/,nơi cư trú,This dwelling is very important.,Nơi cư trú này rất quan trọng.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,faucet,/ˈfɔsət/,vòi nước,I think this faucet is good.,Tôi nghĩ vòi nước này tốt.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,garnish,/ˈɡɑrnɪʃ/,đồ trang trí món ăn,We talked about this garnish.,Chúng tôi đã nói về đồ trang trí món ăn này.,Food,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,pantry,/ˈpæntri/,phòng để thức ăn,We talked about this pantry.,Chúng tôi đã nói về phòng để thức ăn này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,residence,/ˈrɛzɪdəns/,nơi ở,We talked about this residence.,Chúng tôi đã nói về nơi ở này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,utensil,/juˈtɛnsəl/,dụng cụ nhà bếp,I think this utensil is good.,Tôi nghĩ dụng cụ nhà bếp này tốt.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,ventilation,/ˌvɛntɪˈleɪʃən/,sự thông gió,This ventilation is very important.,Sự thông gió này rất quan trọng.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,ornament,/ˈɔrnəmənt/,đồ trang trí,I think this ornament is good.,Tôi nghĩ đồ trang trí này tốt.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,settlement,/ˈsɛtəlmənt/,"khu định cư, sự dàn xếp",This settlement is very important.,Khu định cư này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,sanctuary,/ˈsæŋkʧuˌɛri/,"khu bảo tồn, nơi trú ẩn",I think this sanctuary is good.,Tôi nghĩ khu bảo tồn này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,audience,/ˈɔdiəns/,khán giả,We talked about this audience.,Chúng tôi đã nói về khán giả này.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,authority,/əˈθɔrəti/,"thẩm quyền, cơ quan",This authority is very important.,Thẩm quyền này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,avenue,/ˈævəˌnu/,đại lộ,This avenue is very important.,Đại lộ này rất quan trọng.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,badge,/bæʤ/,phù hiệu,We talked about this badge.,Chúng tôi đã nói về phù hiệu này.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,banner,/ˈbænər/,biểu ngữ,We talked about this banner.,Chúng tôi đã nói về biểu ngữ này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,barrier,/ˈbɛriər/,rào cản,We talked about this barrier.,Chúng tôi đã nói về rào cản này.,Problem Solving,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,blueprint,/ˈbluˌprɪnt/,bản thiết kế,I think this blueprint is good.,Tôi nghĩ bản thiết kế này tốt.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,brochure,/broʊˈʃʊr/,tờ giới thiệu,This brochure is very important.,Tờ giới thiệu này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,bulletin,/ˈbʊlɪtən/,bản tin,We talked about this bulletin.,Chúng tôi đã nói về bản tin này.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,bundle,/ˈbəndəl/,"gói, bó",This bundle is very important.,Gói này rất quan trọng.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,cargo,/ˈkɑrˌɡoʊ/,hàng vận chuyển,I think this cargo is good.,Tôi nghĩ hàng vận chuyển này tốt.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,catalog,/ˈkætəlɔɡ/,danh mục sản phẩm,This catalog is very important.,Danh mục sản phẩm này rất quan trọng.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,chamber,/ˈʧeɪmbər/,"buồng, phòng",This chamber is very important.,Buồng này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,clause,/klɔz/,"điều khoản, mệnh đề",I think this clause is good.,Tôi nghĩ điều khoản này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,column,/ˈkɑləm/,"cột, chuyên mục",I think this column is good.,Tôi nghĩ cột này tốt.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,consensus,/kənˈsɛnsəs/,sự đồng thuận,I think this consensus is good.,Tôi nghĩ sự đồng thuận này tốt.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,corridor,/ˈkɔrɪdər/,hành lang,I think this corridor is good.,Tôi nghĩ hành lang này tốt.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,costume,/ˈkɑstum/,trang phục,We talked about this costume.,Chúng tôi đã nói về trang phục này.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,cottage,/ˈkɑtɪʤ/,nhà tranh nhỏ,I think this cottage is good.,Tôi nghĩ nhà tranh nhỏ này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,council,/ˈkaʊnsəl/,hội đồng,We talked about this council.,Chúng tôi đã nói về hội đồng này.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,courtyard,/ˈkɔrˌtjɑrd/,sân trong,This courtyard is very important.,Sân trong này rất quan trọng.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,crew,/kru/,"phi hành đoàn, đội",We talked about this crew.,Chúng tôi đã nói về phi hành đoàn này.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,cubicle,/ˈkjubɪkəl/,ô làm việc,This cubicle is very important.,Ô làm việc này rất quan trọng.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,debris,/dəˈbri/,"mảnh vụn, đống đổ nát",I think this debris is good.,Tôi nghĩ mảnh vụn này tốt.,Emergency,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,decade,/ˈdɛkeɪd/,thập kỷ,We talked about this decade.,Chúng tôi đã nói về thập kỷ này.,Time,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,democracy,/dɪˈmɑkrəsi/,nền dân chủ,This democracy is very important.,Nền dân chủ này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,deputy,/ˈdɛpjəti/,cấp phó,I think this deputy is good.,Tôi nghĩ cấp phó này tốt.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,dignity,/ˈdɪɡnəti/,phẩm giá,We talked about this dignity.,Chúng tôi đã nói về phẩm giá này.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,district,/ˈdɪstrɪkt/,"quận, khu vực",This district is very important.,Quận này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
