language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
zh,VOCABULARY,展览,zhǎnlǎn,triển lãm,你喜欢这个展览吗？,Bạn thích triển lãm này không?,Culture,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,占,zhàn,chiếm,我们一起占吧。,Chúng ta cùng chiếm nhé.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,战争,zhànzhēng,chiến tranh,你喜欢这个战争吗？,Bạn thích chiến tranh này không?,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,掌握,zhǎngwò,nắm vững,你掌握吗？,Bạn nắm vững không?,Education,,Advanced,Low,verb - common verb
zh,VOCABULARY,账户,zhànghù,tài khoản,这个账户很重要。,Tài khoản này rất quan trọng.,Finance,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,招待,zhāodài,tiếp đãi,你招待吗？,Bạn tiếp đãi không?,Service,,Advanced,Low,verb - common verb
zh,VOCABULARY,着火,zháohuǒ,"bắt lửa, cháy",我想着火。,Tôi muốn bắt lửa.,Emergency,,Advanced,Low,verb - common verb
zh,VOCABULARY,照常,zhàocháng,như thường lệ,他照常来。,Anh ấy như thường lệ đến.,Habit,,Advanced,Low,adverb - common adverb
zh,VOCABULARY,折,zhé,"gấp, bẻ",我想折。,Tôi muốn gấp.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,珍惜,zhēnxī,trân trọng,我想珍惜。,Tôi muốn trân trọng.,Relationship,,Advanced,Low,verb - common verb
zh,VOCABULARY,诊断,zhěnduàn,chẩn đoán,我们一起诊断吧。,Chúng ta cùng chẩn đoán nhé.,Health,,Advanced,Low,verb - common verb
zh,VOCABULARY,枕头,zhěntou,cái gối,我们谈谈这个枕头吧。,Chúng ta nói về cái gối này nhé.,Home,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,阵,zhèn,"trận, đợt",这是阵。,Đây là trận.,Weather,,Advanced,Low,measure word - measure word
zh,VOCABULARY,振动,zhèndòng,rung động,你振动吗？,Bạn rung động không?,Technology,,Advanced,Low,verb - common verb
zh,VOCABULARY,睁,zhēng,mở (mắt),我想睁。,Tôi muốn mở (mắt).,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,争论,zhēnglùn,tranh luận,你争论吗？,Bạn tranh luận không?,Communication,,Advanced,Low,verb - common verb
zh,VOCABULARY,争取,zhēngqǔ,phấn đấu giành,我们一起争取吧。,Chúng ta cùng phấn đấu giành nhé.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,征求,zhēngqiú,trưng cầu,我们一起征求吧。,Chúng ta cùng trưng cầu nhé.,Communication,,Advanced,Low,verb - common verb
zh,VOCABULARY,整个,zhěnggè,toàn bộ,这个很整个。,Cái này rất toàn bộ.,Daily Life,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,整体,zhěngtǐ,tổng thể,这个整体很重要。,Tổng thể này rất quan trọng.,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,正义,zhèngyì,chính nghĩa,这个正义很重要。,Chính nghĩa này rất quan trọng.,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,证件,zhèngjiàn,giấy tờ tùy thân,我们谈谈这个证件吧。,Chúng ta nói về giấy tờ tùy thân này nhé.,Service,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,挣,zhèng,kiếm (tiền),我想挣。,Tôi muốn kiếm (tiền).,Finance,,Advanced,Low,verb - common verb
zh,VOCABULARY,支持,zhīchí,ủng hộ,你支持吗？,Bạn ủng hộ không?,Communication,,Advanced,Low,verb - common verb
zh,VOCABULARY,支票,zhīpiào,séc,我们谈谈这个支票吧。,Chúng ta nói về séc này nhé.,Finance,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,脂肪,zhīfáng,"mỡ, chất béo",我们谈谈这个脂肪吧。,Chúng ta nói về mỡ này nhé.,Health,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,执照,zhízhào,giấy phép,这个执照很重要。,Giấy phép này rất quan trọng.,Service,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,职业,zhíyè,nghề nghiệp,我们谈谈这个职业吧。,Chúng ta nói về nghề nghiệp này nhé.,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,职员,zhíyuán,nhân viên,你喜欢这个职员吗？,Bạn thích nhân viên này không?,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,指导,zhǐdǎo,chỉ đạo,你指导吗？,Bạn chỉ đạo không?,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,指挥,zhǐhuī,chỉ huy,你指挥吗？,Bạn chỉ huy không?,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,制定,zhìdìng,"đặt ra, soạn",我想制定。,Tôi muốn đặt ra.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,制作,zhìzuò,chế tác,我们一起制作吧。,Chúng ta cùng chế tác nhé.,Media,,Advanced,Low,verb - common verb
zh,VOCABULARY,致使,zhìshǐ,dẫn đến,我们一起致使吧。,Chúng ta cùng dẫn đến nhé.,Problem Solving,,Advanced,Low,verb - common verb
zh,VOCABULARY,智慧,zhìhuì,trí tuệ,你喜欢这个智慧吗？,Bạn thích trí tuệ này không?,Education,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,中介,zhōngjiè,"trung gian, môi giới",你喜欢这个中介吗？,Bạn thích trung gian này không?,Business,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,中心,zhōngxīn,trung tâm,你喜欢这个中心吗？,Bạn thích trung tâm này không?,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,中旬,zhōngxún,giữa tháng,你喜欢这个中旬吗？,Bạn thích giữa tháng này không?,Time,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,种类,zhǒnglèi,chủng loại,你喜欢这个种类吗？,Bạn thích chủng loại này không?,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,重大,zhòngdà,trọng đại,这个很重大。,Cái này rất trọng đại.,Society,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,重量,zhòngliàng,trọng lượng,你喜欢这个重量吗？,Bạn thích trọng lượng này không?,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,周到,zhōudào,chu đáo,这个非常周到。,Cái này vô cùng chu đáo.,Service,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,猪,zhū,con lợn,这个猪很重要。,Con lợn này rất quan trọng.,Environment,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,竹子,zhúzi,cây tre,这个竹子很重要。,Cây tre này rất quan trọng.,Environment,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,主持,zhǔchí,chủ trì,你主持吗？,Bạn chủ trì không?,Media,,Advanced,Low,verb - common verb
zh,VOCABULARY,主观,zhǔguān,chủ quan,这个非常主观。,Cái này vô cùng chủ quan.,Communication,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,主人,zhǔrén,chủ nhà,这个主人很重要。,Chủ nhà này rất quan trọng.,Social,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,主席,zhǔxí,chủ tịch,你喜欢这个主席吗？,Bạn thích chủ tịch này không?,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,主张,zhǔzhāng,chủ trương,你主张吗？,Bạn chủ trương không?,Communication,,Advanced,Low,verb - common verb
zh,VOCABULARY,煮,zhǔ,"nấu, luộc",你煮吗？,Bạn nấu không?,Food,,Advanced,Low,verb - common verb
zh,VOCABULARY,注册,zhùcè,đăng ký,我们一起注册吧。,Chúng ta cùng đăng ký nhé.,Technology,,Advanced,Low,verb - common verb
zh,VOCABULARY,祝福,zhùfú,chúc phúc,我们一起祝福吧。,Chúng ta cùng chúc phúc nhé.,Communication,,Advanced,Low,verb - common verb
zh,VOCABULARY,抓,zhuā,"bắt, nắm",我们一起抓吧。,Chúng ta cùng bắt nhé.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,抓紧,zhuājǐn,tranh thủ,我们一起抓紧吧。,Chúng ta cùng tranh thủ nhé.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,专家,zhuānjiā,chuyên gia,你喜欢这个专家吗？,Bạn thích chuyên gia này không?,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,专心,zhuānxīn,chuyên tâm,这个很专心。,Cái này rất chuyên tâm.,Education,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,转变,zhuǎnbiàn,chuyển biến,我们一起转变吧。,Chúng ta cùng chuyển biến nhé.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,转告,zhuǎngào,nhắn lại,我们一起转告吧。,Chúng ta cùng nhắn lại nhé.,Communication,,Advanced,Low,verb - common verb
zh,VOCABULARY,装,zhuāng,"đóng, giả vờ",我想装。,Tôi muốn đóng.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,装饰,zhuāngshì,trang trí,我们一起装饰吧。,Chúng ta cùng trang trí nhé.,Home,,Advanced,Low,verb - common verb
zh,VOCABULARY,装修,zhuāngxiū,sửa sang nhà cửa,我们一起装修吧。,Chúng ta cùng sửa sang nhà cửa nhé.,Home,,Advanced,Low,verb - common verb
zh,VOCABULARY,状况,zhuàngkuàng,tình trạng,这个状况很重要。,Tình trạng này rất quan trọng.,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,撞,zhuàng,"đâm, va",我想撞。,Tôi muốn đâm.,Emergency,,Advanced,Low,verb - common verb
zh,VOCABULARY,追,zhuī,đuổi theo,我们一起追吧。,Chúng ta cùng đuổi theo nhé.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,追求,zhuīqiú,theo đuổi,我们一起追求吧。,Chúng ta cùng theo đuổi nhé.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,咨询,zīxún,tư vấn,你咨询吗？,Bạn tư vấn không?,Service,,Advanced,Low,verb - common verb
zh,VOCABULARY,资格,zīgé,tư cách,我们谈谈这个资格吧。,Chúng ta nói về tư cách này nhé.,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,资金,zījīn,vốn,这个资金很重要。,Vốn này rất quan trọng.,Finance,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,资料,zīliào,tư liệu,我们谈谈这个资料吧。,Chúng ta nói về tư liệu này nhé.,Education,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,紫,zǐ,màu tím,这个非常紫。,Cái này vô cùng màu tím.,Daily Life,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,自从,zìcóng,kể từ khi,这是自从。,Đây là kể từ khi.,Time,,Advanced,Low,preposition - core preposition
zh,VOCABULARY,自动,zìdòng,tự động,这个很自动。,Cái này rất tự động.,Technology,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,自豪,zìháo,tự hào,这个非常自豪。,Cái này vô cùng tự hào.,Emotion,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,自觉,zìjué,tự giác,这个很自觉。,Cái này rất tự giác.,Daily Life,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,自私,zìsī,ích kỷ,这个非常自私。,Cái này vô cùng ích kỷ.,Relationship,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,自愿,zìyuàn,tự nguyện,你自愿吗？,Bạn tự nguyện không?,Society,,Advanced,Low,verb - common verb
zh,VOCABULARY,字幕,zìmù,phụ đề,我们谈谈这个字幕吧。,Chúng ta nói về phụ đề này nhé.,Media,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,综合,zōnghé,tổng hợp,我想综合。,Tôi muốn tổng hợp.,Education,,Advanced,Low,verb - common verb
zh,VOCABULARY,总裁,zǒngcái,tổng giám đốc,这个总裁很重要。,Tổng giám đốc này rất quan trọng.,Business,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,总共,zǒnggòng,tổng cộng,他总共来。,Anh ấy tổng cộng đến.,Daily Life,,Advanced,Low,adverb - common adverb
zh,VOCABULARY,总理,zǒnglǐ,thủ tướng,这个总理很重要。,Thủ tướng này rất quan trọng.,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,总算,zǒngsuàn,cuối cùng cũng,我总算去。,Tôi cuối cùng cũng đi.,Daily Life,,Advanced,Low,adverb - common adverb
zh,VOCABULARY,总统,zǒngtǒng,tổng thống,我们谈谈这个总统吧。,Chúng ta nói về tổng thống này nhé.,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,阻止,zǔzhǐ,ngăn cản,你阻止吗？,Bạn ngăn cản không?,Problem Solving,,Advanced,Low,verb - common verb
zh,VOCABULARY,组织,zǔzhī,tổ chức,我想组织。,Tôi muốn tổ chức.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,醉,zuì,say,我想醉。,Tôi muốn say.,Food,,Advanced,Low,verb - common verb
zh,VOCABULARY,尊敬,zūnjìng,kính trọng,我们一起尊敬吧。,Chúng ta cùng kính trọng nhé.,Relationship,,Advanced,Low,verb - common verb
zh,VOCABULARY,遵守,zūnshǒu,tuân thủ,我们一起遵守吧。,Chúng ta cùng tuân thủ nhé.,Society,,Advanced,Low,verb - common verb
zh,VOCABULARY,作品,zuòpǐn,tác phẩm,你喜欢这个作品吗？,Bạn thích tác phẩm này không?,Culture,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,作为,zuòwéi,với tư cách,这是作为。,Đây là với tư cách.,Daily Life,,Advanced,Low,preposition - core preposition
zh,VOCABULARY,作文,zuòwén,bài tập làm văn,你喜欢这个作文吗？,Bạn thích bài tập làm văn này không?,Education,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,座位,zuòwèi,chỗ ngồi,这个座位很重要。,Chỗ ngồi này rất quan trọng.,Transportation,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,做客,zuòkè,làm khách,你做客吗？,Bạn làm khách không?,Social,,Advanced,Low,verb - common verb
zh,VOCABULARY,做梦,zuòmèng,nằm mơ,我们一起做梦吧。,Chúng ta cùng nằm mơ nhé.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,摆设,bǎishè,đồ bày trí,我们谈谈这个摆设吧。,Chúng ta nói về đồ bày trí này nhé.,Home,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,百货,bǎihuò,bách hóa,你喜欢这个百货吗？,Bạn thích bách hóa này không?,Shopping,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,保姆,bǎomǔ,bảo mẫu,你喜欢这个保姆吗？,Bạn thích bảo mẫu này không?,Family,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,保安,bǎo'ān,bảo vệ,我们谈谈这个保安吧。,Chúng ta nói về bảo vệ này nhé.,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,报销,bàoxiāo,thanh toán hoàn ứng,我们一起报销吧。,Chúng ta cùng thanh toán hoàn ứng nhé.,Finance,,Advanced,Low,verb - common verb
zh,VOCABULARY,背景,bèijǐng,bối cảnh,我们谈谈这个背景吧。,Chúng ta nói về bối cảnh này nhé.,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,本质,běnzhì,bản chất,我们谈谈这个本质吧。,Chúng ta nói về bản chất này nhé.,Education,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,便利,biànlì,tiện lợi,这个非常便利。,Cái này vô cùng tiện lợi.,Service,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,查询,cháxún,tra cứu,你查询吗？,Bạn tra cứu không?,Service,,Advanced,Low,verb - common verb
zh,VOCABULARY,差异,chāyì,sự khác biệt,这个差异很重要。,Sự khác biệt này rất quan trọng.,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,产业,chǎnyè,ngành sản xuất,这个产业很重要。,Ngành sản xuất này rất quan trọng.,Business,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,超级,chāojí,siêu cấp,这个很超级。,Cái này rất siêu cấp.,Daily Life,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,充足,chōngzú,đầy đủ,这个非常充足。,Cái này vô cùng đầy đủ.,Daily Life,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,传递,chuándì,truyền đạt,你传递吗？,Bạn truyền đạt không?,Communication,,Advanced,Low,verb - common verb
zh,VOCABULARY,纯,chún,nguyên chất,这个非常纯。,Cái này vô cùng nguyên chất.,Food,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,刺激,cìjī,kích thích,你刺激吗？,Bạn kích thích không?,Emotion,,Advanced,Low,verb - common verb
zh,VOCABULARY,促使,cùshǐ,thúc đẩy,我们一起促使吧。,Chúng ta cùng thúc đẩy nhé.,Problem Solving,,Advanced,Low,verb - common verb
zh,VOCABULARY,代表,dàibiǎo,đại diện,我想代表。,Tôi muốn đại diện.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,代替,dàitì,thay thế,我们一起代替吧。,Chúng ta cùng thay thế nhé.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,单位,dānwèi,đơn vị,你喜欢这个单位吗？,Bạn thích đơn vị này không?,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,淡季,dànjì,mùa thấp điểm,你喜欢这个淡季吗？,Bạn thích mùa thấp điểm này không?,Business,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,当代,dāngdài,đương đại,我们谈谈这个当代吧。,Chúng ta nói về đương đại này nhé.,Culture,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,调料,tiáoliào,gia vị,这个调料很重要。,Gia vị này rất quan trọng.,Food,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,订单,dìngdān,đơn đặt hàng,这个订单很重要。,Đơn đặt hàng này rất quan trọng.,Business,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,动力,dònglì,động lực,我们谈谈这个动力吧。,Chúng ta nói về động lực này nhé.,Emotion,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,动作,dòngzuò,động tác,你喜欢这个动作吗？,Bạn thích động tác này không?,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,队伍,duìwǔ,đội ngũ,这个队伍很重要。,Đội ngũ này rất quan trọng.,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,发布,fābù,"công bố, đăng",你发布吗？,Bạn công bố không?,Media,,Advanced,Low,verb - common verb
zh,VOCABULARY,发动,fādòng,"khởi động, phát động",你发动吗？,Bạn khởi động không?,Technology,,Advanced,Low,verb - common verb
zh,VOCABULARY,法规,fǎguī,pháp quy,我们谈谈这个法规吧。,Chúng ta nói về pháp quy này nhé.,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,反馈,fǎnkuì,phản hồi,你喜欢这个反馈吗？,Bạn thích phản hồi này không?,Service,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,方便面,fāngbiànmiàn,mì ăn liền,这个方便面很重要。,Mì ăn liền này rất quan trọng.,Food,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,分享,fēnxiǎng,chia sẻ,你分享吗？,Bạn chia sẻ không?,Social,,Advanced,Low,verb - common verb
zh,VOCABULARY,风味,fēngwèi,hương vị đặc trưng,你喜欢这个风味吗？,Bạn thích hương vị đặc trưng này không?,Food,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,符合,fúhé,phù hợp,我想符合。,Tôi muốn phù hợp.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,负担,fùdān,gánh nặng,你喜欢这个负担吗？,Bạn thích gánh nặng này không?,Finance,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,复印,fùyìn,"photo, sao chụp",我想复印。,Tôi muốn photo.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,改造,gǎizào,cải tạo,我想改造。,Tôi muốn cải tạo.,Society,,Advanced,Low,verb - common verb
zh,VOCABULARY,感染,gǎnrǎn,lây nhiễm,你感染吗？,Bạn lây nhiễm không?,Health,,Advanced,Low,verb - common verb
zh,VOCABULARY,高速,gāosù,cao tốc,这个非常高速。,Cái này vô cùng cao tốc.,Transportation,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,个体,gètǐ,cá thể,你喜欢这个个体吗？,Bạn thích cá thể này không?,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,根据,gēnjù,căn cứ vào,这是根据。,Đây là căn cứ vào.,Communication,,Advanced,Low,preposition - core preposition
zh,VOCABULARY,公益,gōngyì,công ích,我们谈谈这个公益吧。,Chúng ta nói về công ích này nhé.,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,攻击,gōngjī,tấn công,我们一起攻击吧。,Chúng ta cùng tấn công nhé.,Emergency,,Advanced,Low,verb - common verb
zh,VOCABULARY,供应,gōngyìng,cung ứng,我们一起供应吧。,Chúng ta cùng cung ứng nhé.,Business,,Advanced,Low,verb - common verb
zh,VOCABULARY,沟渠,gōuqú,mương rãnh,你喜欢这个沟渠吗？,Bạn thích mương rãnh này không?,Environment,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,构造,gòuzào,cấu tạo,这个构造很重要。,Cấu tạo này rất quan trọng.,Technology,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,固然,gùrán,tuy rằng,这是固然。,Đây là tuy rằng.,Communication,,Advanced,Low,conjunction - core conjunction
zh,VOCABULARY,挂失,guàshī,báo mất,你挂失吗？,Bạn báo mất không?,Service,,Advanced,Low,verb - common verb
zh,VOCABULARY,观光,guānguāng,tham quan,我想观光。,Tôi muốn tham quan.,Travel,,Advanced,Low,verb - common verb
zh,VOCABULARY,光临,guānglín,"quang lâm, ghé thăm",我们一起光临吧。,Chúng ta cùng quang lâm nhé.,Service,,Advanced,Low,verb - common verb
zh,VOCABULARY,规范,guīfàn,quy phạm,我们谈谈这个规范吧。,Chúng ta nói về quy phạm này nhé.,Work,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,国籍,guójí,quốc tịch,我们谈谈这个国籍吧。,Chúng ta nói về quốc tịch này nhé.,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,国内,guónèi,trong nước,你喜欢这个国内吗？,Bạn thích trong nước này không?,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,含义,hányì,hàm ý,这个含义很重要。,Hàm ý này rất quan trọng.,Communication,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,行李箱,xínglixiāng,vali,这个行李箱很重要。,Vali này rất quan trọng.,Travel,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,航班,hángbān,chuyến bay,这个航班很重要。,Chuyến bay này rất quan trọng.,Travel,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,耗费,hàofèi,tiêu hao,你耗费吗？,Bạn tiêu hao không?,Finance,,Advanced,Low,verb - common verb
zh,VOCABULARY,呼吁,hūyù,kêu gọi,我想呼吁。,Tôi muốn kêu gọi.,Society,,Advanced,Low,verb - common verb
zh,VOCABULARY,胡椒,hújiāo,hạt tiêu,这个胡椒很重要。,Hạt tiêu này rất quan trọng.,Food,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,花费,huāfèi,"tốn (tiền, thời gian)",我想花费。,Tôi muốn tốn (tiền.,Finance,,Advanced,Low,verb - common verb
zh,VOCABULARY,华人,huárén,người Hoa,你喜欢这个华人吗？,Bạn thích người Hoa này không?,Society,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,欢乐,huānlè,vui vẻ,这个非常欢乐。,Cái này vô cùng vui vẻ.,Emotion,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,缓慢,huǎnmàn,chậm chạp,这个非常缓慢。,Cái này vô cùng chậm chạp.,Daily Life,,Advanced,Low,adjective - common adjective
zh,VOCABULARY,回报,huíbào,đền đáp,我想回报。,Tôi muốn đền đáp.,Relationship,,Advanced,Low,verb - common verb
zh,VOCABULARY,回收,huíshōu,"thu hồi, tái chế",我们一起回收吧。,Chúng ta cùng thu hồi nhé.,Environment,,Advanced,Low,verb - common verb
zh,VOCABULARY,汇报,huìbào,báo cáo,你汇报吗？,Bạn báo cáo không?,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,混合,hùnhé,trộn lẫn,我们一起混合吧。,Chúng ta cùng trộn lẫn nhé.,Daily Life,,Advanced,Low,verb - common verb
zh,VOCABULARY,活力,huólì,sức sống,你喜欢这个活力吗？,Bạn thích sức sống này không?,Health,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,货物,huòwù,hàng hóa,你喜欢这个货物吗？,Bạn thích hàng hóa này không?,Business,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,机构,jīgòu,cơ quan,你喜欢这个机构吗？,Bạn thích cơ quan này không?,Business,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,基础,jīchǔ,cơ sở nền tảng,这个基础很重要。,Cơ sở nền tảng này rất quan trọng.,Education,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,急救,jíjiù,cấp cứu,你喜欢这个急救吗？,Bạn thích cấp cứu này không?,Emergency,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,即将,jíjiāng,sắp sửa,他即将来。,Anh ấy sắp sửa đến.,Time,,Advanced,Low,adverb - common adverb
zh,VOCABULARY,加工,jiāgōng,gia công,我想加工。,Tôi muốn gia công.,Business,,Advanced,Low,verb - common verb
zh,VOCABULARY,加强,jiāqiáng,tăng cường,我们一起加强吧。,Chúng ta cùng tăng cường nhé.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,家具,jiājù,đồ nội thất,你喜欢这个家具吗？,Bạn thích đồ nội thất này không?,Home,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,假冒,jiǎmào,giả mạo,我想假冒。,Tôi muốn giả mạo.,Business,,Advanced,Low,verb - common verb
zh,VOCABULARY,监督,jiāndū,giám sát,我们一起监督吧。,Chúng ta cùng giám sát nhé.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,简化,jiǎnhuà,đơn giản hóa,我们一起简化吧。,Chúng ta cùng đơn giản hóa nhé.,Work,,Advanced,Low,verb - common verb
zh,VOCABULARY,奖金,jiǎngjīn,tiền thưởng,你喜欢这个奖金吗？,Bạn thích tiền thưởng này không?,Finance,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,降落,jiàngluò,hạ cánh,我想降落。,Tôi muốn hạ cánh.,Travel,,Advanced,Low,verb - common verb
zh,VOCABULARY,交付,jiāofù,giao nộp,你交付吗？,Bạn giao nộp không?,Business,,Advanced,Low,verb - common verb
zh,VOCABULARY,交通,jiāotōng,giao thông,这个交通很重要。,Giao thông này rất quan trọng.,Transportation,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,郊区,jiāoqū,ngoại ô,我们谈谈这个郊区吧。,Chúng ta nói về ngoại ô này nhé.,Travel,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,教育,jiàoyù,giáo dục,你喜欢这个教育吗？,Bạn thích giáo dục này không?,Education,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,接收,jiēshōu,tiếp nhận,我想接收。,Tôi muốn tiếp nhận.,Technology,,Advanced,Low,verb - common verb
zh,VOCABULARY,节奏,jiézòu,nhịp điệu,你喜欢这个节奏吗？,Bạn thích nhịp điệu này không?,Media,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,解除,jiěchú,gỡ bỏ,你解除吗？,Bạn gỡ bỏ không?,Service,,Advanced,Low,verb - common verb
zh,VOCABULARY,解放,jiěfàng,giải phóng,我想解放。,Tôi muốn giải phóng.,Society,,Advanced,Low,verb - common verb
zh,VOCABULARY,界限,jièxiàn,ranh giới,我们谈谈这个界限吧。,Chúng ta nói về ranh giới này nhé.,Daily Life,,Advanced,Low,noun - everyday noun
zh,VOCABULARY,紧密,jǐnmì,khăng khít,这个非常紧密。,Cái này vô cùng khăng khít.,Relationship,,Advanced,Low,adjective - common adjective
